_id,title,name,body,link,tags
6013ea9d163091e59ae01170,Boosting benefits for people with mental health problems,Ebony,Ebony blogs about why she is supporting Mind's campaign to improve the welfare system.,https://www.mind.org.uk/information-support/your-stories/boosting-benefits-for-people-with-mental-health-problems/,others
6013eab6163091e59ae01171,How I learnt to focus on self-care,Suzi,Writing about her mental health helped Suzi through lockdown – and now it is helping others at her work.,https://www.mind.org.uk/information-support/your-stories/how-i-learnt-to-focus-on-self-care/,work/professional/career
6013eab6163091e59ae01172,The benefits system failed me,Anna,Anna blogs about how when she applied for PIP her mental health was not taken into consideration.,https://www.mind.org.uk/information-support/your-stories/the-benefits-system-failed-me/,others
6013eab6163091e59ae01173,Effeithiau niweidiol cyfrif calorïau,Abigail Davies,Mae Abigail yn blogio am ei brwydr gydag anhwylder bwyta a sut mae dull cyfrif calorïau Llywodraeth y DU ar ordewdra'n debyg o sbarduno dioddefwyr.,https://www.mind.org.uk/cy/eich-straeon/sefwch-drosof-i-a-gwasanaethau-anhwylderau-bwyta/,others
6013eab7163091e59ae01174,Sefwch Drosof I a dros gymorth caethiwed,Lee Jones,"Dyma Lee, 24, o Wrecsam, blogio am ddefnyddio cyffuriau i ddianc rhag teimladau o iselder, a defnyddio pêl-droed a therapïau siarad fel strategaethau ymdopi. Mae Lee yn rhannu ei stori fel rhan o'n hymgyrch Sefwch Drosof I i wella gwasanaethau a chymorth iechyd meddwl yng Nghymru.",https://www.mind.org.uk/cy/eich-straeon/adferiad-o-gaethiwed-ac-iselder/,others
6013eab7163091e59ae01175,The damaging effects of calorie counting,Abigail Davies,Abigail blogs about her battle with an eating disorder and how the UK Government's calorie-counting approach to obesity is likely to trigger sufferers.,https://www.mind.org.uk/information-support/your-stories/stand-for-me-and-eating-disorder-services/,eating disorder
6013eab7163091e59ae01176,Stand for better crisis care and addiction support,Lee Jones,"Lee blogs about living with depression and addiction whilst homeless, and how football and talking therapies helped. ",https://www.mind.org.uk/information-support/your-stories/recovery-from-addiction-and-depression/,"depression, addictions"
6013eab8163091e59ae01177,The toll of not being able to have children,Hayley,"Hayley always wanted to be a mum, but it never happened. In World Childless Week she blogs about how it's impacted on her mental health.",https://www.mind.org.uk/information-support/your-stories/the-toll-of-not-being-able-to-have-children/,"trauma, anxiety, depression"
6013eab8163091e59ae01178,Lockdown liberated me,Sophie,Sophie blogs about how her depression and anxiety eased when social pressures were removed.,https://www.mind.org.uk/information-support/your-stories/lockdown-liberated-me/,"depression, anxiety"
6013eab8163091e59ae01179,I rowed 184 miles to my parents' home for Mind,Elaine,"Elaine, who battles anxiety, was missing her mum and dad in lockdown. So she set herself a fundraising target on her rowing machine.",https://www.mind.org.uk/information-support/your-stories/i-rowed-184-miles-to-my-parents-home-for-mind/,anxiety
6013eab9163091e59ae0117a,Yoga Changed My Life,Lucy,"Lucy, who is raising money for Mind, blogs about changing career to combat depression.",https://www.mind.org.uk/information-support/your-stories/yoga-changed-my-life/,depression
6013eab9163091e59ae0117b,Nursing through the pandemic broke me,Winnie,Winnie is a nurse whose mental health has been affected by working with covid-19 patients through the pandemic.,https://www.mind.org.uk/information-support/your-stories/nursing-through-the-pandemic-broke-me/,others
6013eab9163091e59ae0117c,Supporting Trans+ people,Jay,Jay blogs about how Bristol Mind's helpline MindLine Trans+ would have transformed his life 20 years ago.,https://www.mind.org.uk/information-support/your-stories/supporting-transplus-people/,others
6013eac6163091e59ae0117d,I learnt to cope by telling myself I don't care,David,David blogs about how he eventually overcame depression and started raising money for Mind.,https://www.mind.org.uk/information-support/your-stories/i-learnt-to-cope-by-telling-myself-i-dont-care/,depression
6013eac7163091e59ae0117e,A guide to teen wellbeing,FALSE,"Four young people share their experiences reading Breathe Out, A Creative Guide To Happiness For Teen Minds, a book released in aid of Mind.",https://www.mind.org.uk/information-support/your-stories/a-guide-to-teen-wellbeing/,others
6013eac7163091e59ae0117f,An ancient expression eased my lockdown anxiety,Andy,Andy blogs about how a simple saying about things being temporary helped him overcome his pandemic panic.,https://www.mind.org.uk/information-support/your-stories/an-ancient-expression-eased-my-lockdown-anxiety/,others
6013eac7163091e59ae01180,Putting anxiety to bed,Livvy,Livvy blogs about how her bedding design company has boosted the mental health of young people while raising money for Mind.,https://www.mind.org.uk/information-support/your-stories/putting-anxiety-to-bed/,others
6013eac7163091e59ae01181,Mind is helping me cope with losing my son Robert,Tracey,Tracey blogs about how starting a fund on Memory Space is helping her come to terms with her grief.,https://www.mind.org.uk/information-support/your-stories/mind-is-helping-me-cope-with-losing-my-son-robert/,grief & loss
6013eac8163091e59ae01182,How to cope with furlough and a mental health problem,Vari,"From establishing routines to eating healthily and having a daily five-minute dance with yourself, Vari offers her top tips.",https://www.mind.org.uk/information-support/your-stories/how-to-cope-with-furlough-and-a-mental-health-problem/,others
6013eac8163091e59ae01183,Crafternoons have kept me going,Paula,"Paula does not just craft for the creativity, she does it to it boosts her mental health and raise money for Mind.",https://www.mind.org.uk/information-support/your-stories/crafternoons-have-kept-me-going/,others
6013eac8163091e59ae01184,The story behind the shirt: Dave and Scott's story,FALSE," Dyma flog gan Zoë, sy'n trafod sut gwnaeth Monitro Gweithredol gwella'i lles.",https://www.mind.org.uk/information-support/your-stories/the-story-behind-the-shirt-dave-and-scotts-story/,others
6013eac9163091e59ae01185,How Active Monitoring improved my wellbeing,Zoë,Zoë blogs about how Active Monitoring has provided her with techniques to help ease her anxiety. ,https://www.mind.org.uk/cy/eich-straeon/sut-gwnaeth-monitro-gweithredol-gwella-fy-lles/,anxiety
6013eac9163091e59ae01186,How Active Monitoring improved my wellbeing,Zoë,Robert was presented with a special shirt by Southend United Football Club as a thank you for speaking out about mental health. ,https://www.mind.org.uk/information-support/your-stories/how-active-monitoring-improved-my-wellbeing/,others
6013eac9163091e59ae01187,"The story behind the shirt: Robert Askew, Southend United fan",FALSE,"Trevor has an EFL shirt in memory of Rhys, who took his own life.",https://www.mind.org.uk/information-support/your-stories/the-story-behind-the-shirt-robert-askew-southend-united-fan/,grief & loss
6013ead6163091e59ae01188,Therapi siarad: Sut y gwnaeth cadair newid fy mywyd,Beth,"Dyma Beth, o Gaerdydd, yn trafod sut mae therapi siarad wedi ei helpu i reoli ei hemosiynau.",https://www.mind.org.uk/cy/eich-straeon/therapi-siarad-sut-y-gwnaeth-cadair-newid-fy-mywyd/,others
6013ead6163091e59ae01189,Sleeping tips for the pandemic,Rhiannon,Rhiannon blogs about coronavirus anxiety and how to get a good night's sleep.,https://www.mind.org.uk/information-support/your-stories/sleeping-tips-for-the-pandemic/,"anxiety, sleeping disorders"
6013ead7163091e59ae0118a,Talking therapy: How a chair changed my life,Beth,"Beth, from Cardiff, blogs about how talking therapy has helped her manage her emotions.",https://www.mind.org.uk/information-support/your-stories/talking-therapy-how-a-chair-changed-my-life/,self esteem & confidence
6013ead7163091e59ae0118b,I met the 27 27 challenge,Lewis,Lewis blogs about how he ran to raise money for Money despite his asthma and mental health problems.,https://www.mind.org.uk/information-support/your-stories/i-met-the-27-27-challenge/,others
6013ead7163091e59ae0118c,"As a mental health nurse, I also need help",Aisling,It took Aisling years to realise that she had to look after her own mental health problems too.,https://www.mind.org.uk/information-support/your-stories/as-a-mental-health-nurse-i-also-need-help/,others
6013ead8163091e59ae0118d,Peer support has empowered me,Jane,Jane blogs about how working with women's groups has given her a new self-belief.,https://www.mind.org.uk/information-support/your-stories/peer-support-has-empowered-me/,self esteem & confidence
6013ead8163091e59ae0118e,Being a BAME health worker in the pandemic has taken its toll,Vivienne,"Vivienne blogs about how her mental health has been affected by lockdown, Black Lives Matter and being a frontline mental health worker",https://www.mind.org.uk/information-support/your-stories/being-a-bame-health-worker-in-the-pandemic-has-taken-its-toll/,others
6013ead9163091e59ae0118f,Music saved my life,Dr Rony,Playing guitar and writing songs helped Dr Rony out of despair. Here he blogs about how he realised his dream of being invited to play at Glastonbury.,https://www.mind.org.uk/information-support/your-stories/music-saved-my-life/,others
6013ead9163091e59ae01190,Covid-19 has affected my OCD,Hannah,Hannah blogs about how the pandemic has escalated her obsessive compulsive disorder.,https://www.mind.org.uk/information-support/your-stories/covid-19-has-affected-my-ocd/,anxiety
6013ead9163091e59ae01191,Rhoi cyfle i fy hun: sut ddysgais i i beidio bod mor galed arnaf i fy hun,Luke,"Dyma flog gan Luke, o Ferthyr Tudful, am ei daith at dderbyn ei ddiagnosis o iselder.",https://www.mind.org.uk/cy/eich-straeon/rhoi-cyfle-i-fy-hun-sut-ddysgais-i-i-beidio-bod-mor-galed-arnaf-i-fy-hun/,others
6013eada163091e59ae01192,Giving myself a chance: how I learned to not be too hard on myself,Luke,"Luke, from Merthyr Tydfil, blogs about his journey to accepting his depression diagnosis.",https://www.mind.org.uk/information-support/your-stories/giving-myself-a-chance-how-i-learned-to-not-be-too-hard-on-myself/,depression
6013eada163091e59ae01193,Fy nhad a fy iechyd meddwl,Catrin,"Ar Sul y Tadau, dyma flog gan Catrin* o'r Gorllewin sy'n sôn am y ffordd roedd ei thad yn ei chefnogi hi gyda'i hiechyd meddwl, a sut mae hi'n ymdopi ers iddo farw.",https://www.mind.org.uk/cy/eich-straeon/fy-nhad-a-fy-iechyd-meddwl/,others
6013eae6163091e59ae01194,My father and my mental health,Andy,Catrin from West Wales blogs about how her father supported her with her mental health.,https://www.mind.org.uk/information-support/your-stories/my-father-and-my-mental-health/,others
6013eae7163091e59ae01195,How to be a new dad in the pandemic,Becky,"Andy, who delivered his baby in the passenger seat of his car, offers tips for new dads on managing their mental health.",https://www.mind.org.uk/information-support/your-stories/how-to-be-a-new-dad-in-the-pandemic/,others
6013eae7163091e59ae01196,Byw gydag anhwylder deubegwn yn ystod y cyfnod cloi,Becky,"Dyma flog gan Becky, o Gaerdydd, am y ffordd mae hi'n rheoli ei anhwylder deubegwn yn ystod y cyfnod cloi.",https://www.mind.org.uk/cy/eich-straeon/byw-gydag-anhwylder-deubegwn-yn-ystod-y-cyfnod-cloi/,others
6013eae7163091e59ae01197,Living with Bipolar Disorder during Lockdown,Clare,"Becky, from Cardiff, blogs about how she is managing her bipolar disorder during lockdown.",https://www.mind.org.uk/information-support/your-stories/living-with-bipolar-disorder-during-lockdown/,others
6013eae8163091e59ae01198,Coping with complex PTSD in the pandemic,Rachel Banks,Clare blogs about how she has adapted her mindfulness routine in lockdown.,https://www.mind.org.uk/information-support/your-stories/coping-with-complex-ptsd-in-the-pandemic/,others
6013eae8163091e59ae01199,How volunteering helped me come out of my shell,Chris,Volunteering helped Rachel with her confidence and outlook on life,https://www.mind.org.uk/information-support/your-stories/how-volunteering-helped-me-come-out-of-my-shell/,self esteem & confidence
6013eae8163091e59ae0119a,Staying fit in the pandemic,Michelle,"Chris, who runs with a coach six times a week, blogs about how he had adapted to lockdown regulations. ",https://www.mind.org.uk/information-support/your-stories/staying-fit-in-the-pandemic/,others
6013eae9163091e59ae0119b,A friendly voice in the pandemic,Jess,Michelle blogs about how local Mind volunteers are supporting people socially isolating.,https://www.mind.org.uk/information-support/your-stories/a-friendly-voice-in-the-pandemic/,others
6013eae9163091e59ae0119c,Coping with anxiety after getting Covid-19: a nurse's story,Ellen,"Jess never had mental health problems, till she caught Covid when working in intensive care. Here she blogs about the impact it has had on her life.",https://www.mind.org.uk/information-support/your-stories/coping-with-anxiety-after-getting-covid-19-a-nurses-story/,work/professional/career
6013eae9163091e59ae0119d,Enfys y dydd: sut rwy'n bod yn garedig i fy hun yn ystod pandemig,Ellen,"Dyma flog gan Ellen, o Gaerdydd, sy'n disgrifio sut mae hi'n defnyddio technegau y dysgodd hi ar gwrs Mind lleol i ofalu am ei hiechyd meddwl yn ystod y cyfnod cloi.",https://www.mind.org.uk/cy/eich-straeon/enfys-y-dydd-sut-rwyn-bod-yn-garedig-i-fy-hun-yn-ystod-pandemig/,others
6013eaea163091e59ae0119e,A rainbow a day: how I'm being kind to myself during a pandemic,James,James blogs about how being part of a team – albeit now a virtual team – has boosted his mental health.,https://www.mind.org.uk/information-support/your-stories/a-rainbow-a-day-how-im-being-kind-to-myself-during-a-pandemic/,self esteem & confidence
6013eaf6163091e59ae0119f,Covid -19 has increased my pregnancy anxiety,Samantha,Samantha blogs about the impact the pandemic is having on her mental health.,https://www.mind.org.uk/information-support/your-stories/covid-19-has-increased-my-pregnancy-anxiety/,others
6013eaf6163091e59ae011a0,Bod yn fam yn ystod y cyfnod cloi: Sut mae grwpiau mamau yn fy helpu i reoli fy anhwylder deubegwn,Julia,"Dyma flog gan Julia, sy'n disgrifio'r pwysau o fod yn fam yn ystod y cyfnod cloi a sut mae cysylltu â rhieni eraill yn ei helpu i reoli ei hiechyd meddwl",https://www.mind.org.uk/cy/eich-straeon/bod-yn-fam-yn-ystod-y-cyfnod-cloi-sut-mae-grwpiau-mamau-yn-fy-helpu-i-reoli-fy-anhwylder-deubegwn/,others
6013eaf7163091e59ae011a1,Being a mami in lockdown: How a mum group is helping me manage my bipolar,Julia,Julia gets mental health support from other mums during lockdown,https://www.mind.org.uk/information-support/your-stories/being-a-mami-in-lockdown-how-a-mum-group-is-helping-me-manage-my-bipolar/,others
6013eaf7163091e59ae011a2,Sut rwy’n delio gyda fy ngorbryder a fy iselder yn ystod y cyfnod ynysu,Chloe,"Dyma flog gan Chloe o Ferthyr Tudful, sy’n sôn am y modd mae hi’n ymdopi gyda’r straen ar ei hiechyd meddwl yn ystod argyfwng y coronafeirws",https://www.mind.org.uk/cy/eich-straeon/sut-rwy-n-delio-gyda-fy-ngorbryder-a-fy-iselder-yn-ystod-y-cyfnod-ynysu/,others
6013eaf7163091e59ae011a3,You tormented me and my thoughts: A letter to depression,Chloe,"Chloe writes an open letter to Depression, which almost stole her life but has ultimately left her stronger.",https://www.mind.org.uk/information-support/your-stories/you-tormented-me-and-my-thoughts-a-letter-to-depression/,depression
6013eaf8163091e59ae011a4,How I’m managing my anxiety and depression during lockdown,Chloe,Chloe takes things step by step to cope with the strain on her mental health during coronavirus ,https://www.mind.org.uk/information-support/your-stories/how-i-m-managing-my-anxiety-and-depression-during-lockdown/,others
6013eaf8163091e59ae011a5,Life on the Covid wards,Andrea,Respiratory physiotherapist Andrea blogs about how she is trying to look after herself while looking after coronavirus patients.,https://www.mind.org.uk/information-support/your-stories/life-on-the-covid-wards/,work/professional/career
6013eaf8163091e59ae011a6,Friendship and Body dysmorphic disorder,Catherine,Catherine writes a letter to a friend who helps her fight body dysmorphic disorder.,https://www.mind.org.uk/information-support/your-stories/friendship-and-body-dysmorphic-disorder/,others
6013eaf8163091e59ae011a7,Sut mae grwpiau Mind lleol yn eich cefnogi chi yn ystod ynysiad,Julian John,"Julian John, Rheolwr Mind Cwm Taf Morgannwg a Chadeirydd One Mind yng Nghymru",https://www.mind.org.uk/cy/eich-straeon/sut-mae-grwpiau-mind-lleol-yn-eich-cefnogi-chi-yn-ystod-ynysiad/,others
6013eaf9163091e59ae011a8,How Welsh local Minds are here for you in the lockdown,Julian John,"Julian John, Director at Cwm Taf Morgannwg Mind, on how local Minds are adapting services to help you during the lockdown",https://www.mind.org.uk/information-support/your-stories/how-welsh-local-minds-are-here-for-you-in-the-lockdown/,others
6013eaf9163091e59ae011a9,The Art of Depression,Kate,Kate blogs about how sketching has pulled her out of the darkness and has given her the confidence to discover her real self.,https://www.mind.org.uk/information-support/your-stories/the-art-of-depression/,"work/professional/career, self esteem & confidence"
6013eafa163091e59ae011aa,How I’m coping with the pandemic,Leah,"Leah blogs that while the coronavirus crisis has caused her anxiety, it has also made her realise how lucky she us.",https://www.mind.org.uk/information-support/your-stories/how-i-m-coping-with-the-pandemic/,anxiety
6013eb07163091e59ae011ab,My bipolar disorder survival kit,Marina,"Marina blogs about how she keeps well with a good mix of sleep, medication and moderation.",https://www.mind.org.uk/information-support/your-stories/my-bipolar-disorder-survival-kit/,sleeping disorders
6013eb07163091e59ae011ac,How I shed light on my anxiety,Lydia,Lydia explains how she has brightened her days and raised Money for Mind by starting a candle-making business.,https://www.mind.org.uk/information-support/your-stories/how-i-shed-light-on-my-anxiety/,others
6013eb07163091e59ae011ad,Psychosis: My recovery journey,Ashley,Ashley says it was only in hospital that she started to cope with her psychosis.,https://www.mind.org.uk/information-support/your-stories/psychosis-my-recovery-journey/,others
6013eb08163091e59ae011ae,How I learnt to sleep again,David,"David blogs about how following a series of simple steps helped him tackle depression, anxiety and Insomnia.",https://www.mind.org.uk/information-support/your-stories/how-i-learnt-to-sleep-again/,"sleeping disorders, anxiety, depression"
6013eb08163091e59ae011af,How I found myself again after losing hope,Sam,"Sam, 30, from Brecon was feeling isolated after suffering with anxiety and depression, but our social prescribing project has empowered her to take on new challenges.",https://www.mind.org.uk/information-support/your-stories/how-i-found-myself-again-after-losing-hope/,"anxiety, depression"
6013eb08163091e59ae011b0,Canfod fy hun unwaith eto ar ôl colli gobaith,Sam,"Roedd Sam, 30 oed o Aberhonddu, yn teimlo’n unig iawn ar ôl dioddef gorbryder ac iselder, ond, drwy’n prosiect presgripsiynu cymdeithasol, mae wedi cael nerth i daclo heriau newydd.",https://www.mind.org.uk/information-support/your-stories/canfod-fy-hun-unwaith-eto-ar-ôl-colli-gobaith/,others
6013eb09163091e59ae011b1,Why I created the #Checkin Journal,Matt Johnson,Mellie blogs about how important positive thinking has been in her recovery.,https://www.mind.org.uk/information-support/your-stories/why-i-created-the-checkin-journal/,others
6013eb09163091e59ae011b2,Bursting the bubble of anorexia,Mellie,"Menna, from Carmarthenshire, shares how running has helped her through some tough times and why she’s now attempting a world record, all in aid of Mind.",https://www.mind.org.uk/information-support/your-stories/bursting-the-bubble-of-anorexia/,others
